Store,Country,Region,Date,Item,Salesperson,List Price,Actual Price,Discount %,,,,
Dublin,Ireland,EMEA,7/8/2015,Toaster,Emma Gibbons,50,34,32.00%,,,,
Los Angeles,USA,Americas,6/7/2014,Toaster,Christopher Kitching,50,46,8.00%,,,,
Sao Paolo,Brazil,Americas,5/13/2015,Dishwasher,Gary Reynolds,500,355,29.00%,,,,
Istanbul,Turkey,EMEA,11/10/2015,Toaster,Chloe Lyons,50,40,20.00%,,,,
Riyadh,Saudi Arabia,EMEA,4/25/2016,Dishwasher,Danny Brooks,500,450,10.00%,,,,
Houston,USA,Americas,5/24/2017,Blender,Rachel Snape,50,47,6.00%,,,,
Athens,Greece,EMEA,6/21/2018,Washing Machine,Sarah Chadwick,800,456,43.00%,,,,
Capetown,South Africa,EMEA,5/18/2017,Iron,Stuart Anderson,30,28,6.67%,,,,
New York,USA,Americas,3/24/2014,Iron,John Bull,30,26,13.33%,,,,
Madria,Spain,EMEA,5/5/2014,Microwave,Paul Long,80,56,30.00%,,,,
London,UK,EMEA,10/10/2017,Oven,Francis Godden,500,490,2.00%,,,,
Los Angeles,USA,Americas,9/16/2018,Oven,Rita Jenkins,500,490,2.00%,,,,
Tokyo,Japan,APAC,1/24/2016,Coffee grinder,Pauline Taylor,70,61,12.86%,,,,
Vancouver,Canada,Americas,9/1/2015,Vacuum Cleaner,Christopher Kille,250,220,12.00%,,,,
Santiago,Chile,Americas,2/28/2016,Coffee grinder,Julia Hammond,70,67,4.29%,,,,
New York,USA,Americas,6/5/2017,Oven,Sarah Houghton,500,495,1.00%,,,,
Shenzhen,China,APAC,4/10/2014,Dishwasher,Keith Drage,500,190,62.00%,,,,
Delhi,India,APAC,5/4/2016,Air conditioner,Gillian Harris,700,686,2.00%,,,,
London,UK,EMEA,3/1/2017,Vacuum Cleaner,Philip Dewar,250,240,4.00%,,,,
Mexico City,Mexico,Americas,11/21/2014,Refrigerator,Jacqueline Green,1000,600,40.00%,,,,
Sao Paolo,Brazil,Americas,4/1/2014,Toaster,Stephen Smith,50,41,18.00%,,,,
Buenos Aires,Argentina,Americas,4/29/2015,Vacuum Cleaner,Naeem Perry,250,230,8.00%,,,,
Jerusalem,Israel,EMEA,2/26/2014,Dishwasher,Neil Tubbs,500,380,24.00%,,,,
Houston,USA,Americas,10/24/2016,Blender,Iftikhar Styles,50,49,2.00%,,,,
Bangalore,India,APAC,9/27/2018,Iron,Colin Lima,30,26,13.33%,,,,
Los Angeles,USA,Americas,10/7/2017,Ceiling fan,Heather Beck,150,141,6.00%,,,,
Vienna,Austria,EMEA,11/3/2017,Refrigerator,Paul Drage,1000,960,4.00%,,,,
Ho Chi Minh City,Vietnam,APAC,3/4/2016,Blender,Douglas Bond,50,48,4.00%,,,,
Shanghai,China,APAC,2/5/2014,Iron,Richard Clayton,30,26,13.33%,,,,
Seattle,USA,Americas,3/9/2016,Ceiling fan,Derek Harris,150,128,14.67%,,,,
Kansas City,USA,Americas,8/31/2016,Iron,David Rodrigues,30,30,0.00%,,,,
Istanbul,Turkey,EMEA,1/15/2018,Blender,Ian McCartan,50,45,10.00%,,,,
Delhi,India,APAC,5/19/2018,Dishwasher,Francis Hughes,500,445,11.00%,,,,
Capetown,South Africa,EMEA,1/1/2017,Vacuum Cleaner,Helen Cooke,250,228,8.80%,,,,
Kuala Lumpur,Malaysia,APAC,9/21/2015,Coffee grinder,Anthony Green,70,47,32.86%,,,,
Kuala Lumpur,Malaysia,APAC,1/18/2015,Blender,Anthony Green,50,36,28.00%,,,,
Madria,Spain,EMEA,7/1/2016,Oven,Barrie Murray,500,500,0.00%,,,,
Delhi,India,APAC,5/17/2016,Coffee grinder,Noel Burn,70,68,2.86%,,,,
Cairo,Egypt,EMEA,2/15/2015,Air conditioner,Robert Payne,700,567,19.00%,,,,
Los Angeles,USA,Americas,1/22/2017,Iron,Rita Jenkins,30,29,3.33%,,,,
Sao Paolo,Brazil,Americas,11/12/2015,Microwave,Stephen Smith,80,52,35.00%,,,,
Santiago,Chile,Americas,5/23/2016,Dishwasher,Ram Mathews,500,440,12.00%,,,,
Osaka,Japan,APAC,7/7/2014,Air conditioner,Stephen Brown,700,147,79.00%,,,,
Toronto,Canada,Americas,3/31/2015,Dishwasher,Jordan Andrews,500,400,20.00%,,,,
Santiago,Chile,Americas,2/24/2016,Ceiling fan,Bruce McPhee,150,140,6.67%,,,,
Santiago,Chile,Americas,11/7/2016,Dishwasher,Jason Edmund,500,450,10.00%,,,,
Mexico City,Mexico,Americas,3/8/2017,Air conditioner,Jacqueline Green,700,679,3.00%,,,,
Kansas City,USA,Americas,10/6/2017,Coffee grinder,David Rodrigues,70,69,1.43%,,,,
Sydney,Australia,APAC,1/9/2015,Oven,William Martin,500,495,1.00%,,,,
Capetown,South Africa,EMEA,2/24/2018,Dishwasher,Lucy Downs,500,455,9.00%,,,,
Toronto,Canada,Americas,12/14/2014,Coffee grinder,Stephen James,70,56,20.00%,,,,
Riyadh,Saudi Arabia,EMEA,10/25/2016,Coffee grinder,Daniel Battersby,70,62,11.43%,,,,
New York,USA,Americas,1/16/2018,Ceiling fan,Robert Salisbury,150,128,14.67%,,,,
Vancouver,Canada,Americas,1/8/2018,Ceiling fan,Brian Clarke,150,131,12.67%,,,,
San Fransisco,USA,Americas,2/3/2018,Iron,James Bard,30,30,0.00%,,,,
Sao Paolo,Brazil,Americas,7/22/2015,Dishwasher,Elizabeth Holloway,500,460,8.00%,,,,
Kuala Lumpur,Malaysia,APAC,4/21/2015,Ceiling fan,Stephen MacGregor,150,120,20.00%,,,,
San Fransisco,USA,Americas,9/10/2018,Washing Machine,Arthur Carley,800,544,32.00%,,,,
Madria,Spain,EMEA,8/5/2015,Ceiling fan,Catherine Gagg,150,132,12.00%,,,,
Jerusalem,Israel,EMEA,12/22/2016,Dishwasher,Neil Tubbs,500,435,13.00%,,,,
Vancouver,Canada,Americas,12/5/2015,Washing Machine,Savita Simpson,800,448,44.00%,,,,
Kansas City,USA,Americas,7/19/2018,Oven,Nick Gee,500,500,0.00%,,,,
Mexico City,Mexico,Americas,5/20/2017,Blender,Phillip Clarke,50,47,6.00%,,,,
San Fransisco,USA,Americas,4/22/2017,Toaster,James Scott,50,46,8.00%,,,,
Tijuana,Mexico,Americas,8/18/2014,Ceiling fan,Richard Foy,150,126,16.00%,,,,
Amsterdam,Netherlands,EMEA,5/9/2014,Iron,Julia Ferguson,30,23,23.33%,,,,
Buenos Aires,Argentina,Americas,7/8/2015,Vacuum Cleaner,Paul Martin,250,230,8.00%,,,,
Madria,Spain,EMEA,4/18/2014,Iron,Barrie Murray,30,29,3.33%,,,,
Birmingham,UK,EMEA,12/4/2014,Iron,Stephen Muhammad,30,24,20.00%,,,,
Tokyo,Japan,APAC,12/22/2018,Dishwasher,Pauline Pope,500,490,2.00%,,,,
Dubai,UAE,EMEA,12/5/2018,Toaster,Ernie Dyer,50,47,6.00%,,,,
Delhi,India,APAC,6/6/2018,Refrigerator,Gillian Harris,1000,740,26.00%,,,,
Seattle,USA,Americas,10/14/2018,Blender,Lesleyann Pope,50,45,10.00%,,,,
Houston,USA,Americas,5/13/2018,Air conditioner,Paul Faulkner,700,658,6.00%,,,,
New York,USA,Americas,2/6/2014,Iron,Stephen Cohen,30,26,13.33%,,,,
Sydney,Australia,APAC,5/2/2016,Oven,William Martin,500,500,0.00%,,,,
Moscow,Russia,EMEA,11/15/2018,Washing Machine,Darren Brooks,800,480,40.00%,,,,
Bogota,Columbia,Americas,7/31/2015,Iron,Basil Nolan,30,21,30.00%,,,,
Bangalore,India,APAC,7/11/2016,Microwave,Stuart Hunter,80,79,1.25%,,,,
Capetown,South Africa,EMEA,4/7/2015,Ceiling fan,Lucy Downs,150,149,0.67%,,,,
Moscow,Russia,EMEA,9/5/2015,Air conditioner,Zulfiqar Mirza,700,700,0.00%,,,,
Tijuana,Mexico,Americas,5/28/2018,Refrigerator,Kevin McLauchlin,1000,920,8.00%,,,,
Kuala Lumpur,Malaysia,APAC,10/4/2015,Blender,Stephen MacGregor,50,40,20.00%,,,,
Madria,Spain,EMEA,3/1/2015,Washing Machine,Martin Mishra,800,784,2.00%,,,,
Delhi,India,APAC,10/25/2014,Washing Machine,Glen Campbell,800,488,39.00%,,,,
Los Angeles,USA,Americas,5/15/2016,Dishwasher,Christopher Kitching,500,450,10.00%,,,,
Cairo,Egypt,EMEA,2/4/2018,Iron,Robert Payne,30,29,3.33%,,,,
Sydney,Australia,APAC,11/24/2017,Oven,Susan Luker,500,490,2.00%,,,,
Delhi,India,APAC,7/10/2018,Vacuum Cleaner,Tessa Morrow,250,240,4.00%,,,,
Santiago,Chile,Americas,12/17/2018,Iron,Richard James,30,29,3.33%,,,,
Tel Aviv,Israel,EMEA,5/4/2016,Vacuum Cleaner,Richard McGrath,250,240,4.00%,,,,
Bucharest,Romania,EMEA,3/31/2014,Refrigerator,Nicola Hewitt,1000,670,33.00%,,,,
Bangalore,India,APAC,7/12/2017,Washing Machine,Paul Rule,800,448,44.00%,,,,
Istanbul,Turkey,EMEA,9/17/2015,Toaster,Chloe Lyons,50,31,38.00%,,,,
Kuala Lumpur,Malaysia,APAC,6/1/2017,Toaster,Stephen MacGregor,50,46,8.00%,,,,
Seoul,South Korea,APAC,8/20/2015,Blender,Iftikhar Haywood,50,49,2.00%,,,,
Riyadh,Saudi Arabia,EMEA,8/19/2017,Coffee grinder,David Adams,70,63,10.00%,,,,
Capetown,South Africa,EMEA,4/29/2017,Air conditioner,Stuart Anderson,700,686,2.00%,,,,
Toronto,Canada,Americas,5/9/2018,Dishwasher,David Shiner,500,425,15.00%,,,,
Sydney,Australia,APAC,6/14/2016,Washing Machine,James Ricketts,800,784,2.00%,,,,
Bogota,Columbia,Americas,3/16/2015,Blender,Russell Thorley,50,43,14.00%,,,,
Bogota,Columbia,Americas,11/24/2017,Microwave,Lisa Manning,80,74,7.50%,,,,
Riyadh,Saudi Arabia,EMEA,7/4/2015,Toaster,Lloyd Barr,50,46,8.00%,,,,
Birmingham,UK,EMEA,2/12/2014,Vacuum Cleaner,Robert James,250,223,10.80%,,,,
Dublin,Ireland,EMEA,12/29/2015,Vacuum Cleaner,Robert Harris,250,225,10.00%,,,,
Paris,France,EMEA,6/8/2017,Coffee grinder,Melanie Fletcher,70,69,1.43%,,,,
Sao Paolo,Brazil,Americas,5/30/2017,Oven,Elizabeth Holloway,500,490,2.00%,,,,
Kuala Lumpur,Malaysia,APAC,4/13/2018,Vacuum Cleaner,Anthony Green,250,220,12.00%,,,,
Sydney,Australia,APAC,2/9/2015,Blender,Jeremy Percival,50,33,34.00%,,,,
Kuala Lumpur,Malaysia,APAC,5/28/2015,Coffee grinder,Trudi Griffin,70,46,34.29%,,,,
Shanghai,China,APAC,1/23/2015,Iron,Timothy Fraser,30,20,33.33%,,,,
Seattle,USA,Americas,5/7/2018,Oven,Alan Davie,500,500,0.00%,,,,
Los Angeles,USA,Americas,9/12/2018,Oven,Rita Jenkins,500,500,0.00%,,,,
San Fransisco,USA,Americas,2/17/2014,Dishwasher,Richard Dewar,500,350,30.00%,,,,
Toronto,Canada,Americas,4/2/2014,Oven,Jordan Andrews,500,500,0.00%,,,,
Tel Aviv,Israel,EMEA,8/14/2018,Iron,Deanna Wang,30,29,3.33%,,,,
Dubai,UAE,EMEA,3/12/2014,Dishwasher,Brenda Lightfoot,500,300,40.00%,,,,
Shenzhen,China,APAC,7/29/2017,Coffee grinder,Alastair Mills,70,67,4.29%,,,,
Tokyo,Japan,APAC,4/2/2016,Coffee grinder,Basil Bell,70,61,12.86%,,,,
Birmingham,UK,EMEA,12/5/2017,Ceiling fan,Philip Collins,150,140,6.67%,,,,
Delhi,India,APAC,5/28/2016,Air conditioner,Francis Hughes,700,602,14.00%,,,,
Vancouver,Canada,Americas,8/31/2018,Microwave,Margaret McGregor,80,74,7.50%,,,,
Tijuana,Mexico,Americas,10/26/2018,Air conditioner,Richard Foy,700,623,11.00%,,,,
Ho Chi Minh City,Vietnam,APAC,12/8/2014,Dishwasher,Sophie Petersen,500,365,27.00%,,,,
Shanghai,China,APAC,8/16/2014,Vacuum Cleaner,Christopher Snape,250,193,22.80%,,,,
Houston,USA,Americas,6/10/2014,Toaster,Peter Carley,50,50,0.00%,,,,
Houston,USA,Americas,2/26/2016,Air conditioner,David Salmon,700,644,8.00%,,,,
Berlin,Germany,EMEA,12/7/2017,Air conditioner,Paul Mannion,700,686,2.00%,,,,
Tijuana,Mexico,Americas,9/23/2018,Vacuum Cleaner,Timothy Younger,250,220,12.00%,,,,
Bangkok,Thailand,APAC,3/9/2014,Washing Machine,Martin Gee,800,688,14.00%,,,,
Berlin,Germany,EMEA,7/17/2015,Oven,Jacqueline Clamp,500,490,2.00%,,,,
Sao Paolo,Brazil,Americas,9/3/2018,Ceiling fan,Zoe Munday,150,144,4.00%,,,,
Los Angeles,USA,Americas,6/27/2014,Air conditioner,Paul Hirst,700,525,25.00%,,,,
Tel Aviv,Israel,EMEA,2/20/2014,Oven,John Verma,500,490,2.00%,,,,
Vienna,Austria,EMEA,6/5/2017,Ceiling fan,Janet Ward,150,144,4.00%,,,,
Riyadh,Saudi Arabia,EMEA,4/22/2017,Washing Machine,Victoria Sherwin,800,456,43.00%,,,,
Athens,Greece,EMEA,1/20/2016,Dishwasher,Martin Timmins,500,465,7.00%,,,,
Rome,Italy,EMEA,3/15/2015,Oven,Michael Toy,500,495,1.00%,,,,
Moscow,Russia,EMEA,4/26/2015,Toaster,Dermot Bailey,50,49,2.00%,,,,
Vancouver,Canada,Americas,12/21/2016,Microwave,Elaine Ricketts,80,78,2.50%,,,,
Bogota,Columbia,Americas,9/6/2014,Coffee grinder,Ronald Curtis,70,52,25.71%,,,,
Kuala Lumpur,Malaysia,APAC,6/25/2017,Ceiling fan,Harold Lunn,150,144,4.00%,,,,
Athens,Greece,EMEA,11/8/2016,Refrigerator,David Walker,1000,560,44.00%,,,,
Bucharest,Romania,EMEA,1/29/2018,Dishwasher,Geoffrey Shiner,500,490,2.00%,,,,
Bangalore,India,APAC,12/31/2018,Microwave,Stuart Hunter,80,76,5.00%,,,,
Madria,Spain,EMEA,10/17/2017,Blender,Paul Long,50,45,10.00%,,,,
Capetown,South Africa,EMEA,5/20/2016,Air conditioner,Margaret Philp,700,630,10.00%,,,,
Kansas City,USA,Americas,2/4/2018,Toaster,Douglas Davies,50,45,10.00%,,,,
Warsaw,Poland,EMEA,8/17/2018,Oven,Valerie Brown,500,500,0.00%,,,,
Seattle,USA,Americas,8/30/2018,Toaster,Kevin Styles,50,46,8.00%,,,,
Bangkok,Thailand,APAC,8/18/2014,Oven,Andi Liu,500,490,2.00%,,,,
Chicago,USA,Americas,1/8/2014,Air conditioner,Amelia Scott,700,686,2.00%,,,,
Los Angeles,USA,Americas,7/19/2015,Iron,Ron Goodman,30,25,16.67%,,,,
New York,USA,Americas,12/28/2015,Refrigerator,Stephen Cohen,1000,600,40.00%,,,,
Shanghai,China,APAC,10/25/2016,Coffee grinder,Timothy Fraser,70,63,10.00%,,,,
Riyadh,Saudi Arabia,EMEA,9/9/2014,Vacuum Cleaner,Lloyd Barr,250,245,2.00%,,,,
Tokyo,Japan,APAC,1/16/2016,Microwave,David Gow,80,74,7.50%,,,,
Athens,Greece,EMEA,8/1/2017,Dishwasher,Martin Timmins,500,465,7.00%,,,,
Capetown,South Africa,EMEA,9/22/2015,Ceiling fan,Margaret Philp,150,110,26.67%,,,,
Cairo,Egypt,EMEA,6/14/2018,Oven,Robert Payne,500,500,0.00%,,,,
Los Angeles,USA,Americas,1/4/2016,Air conditioner,Ron Goodman,700,700,0.00%,,,,
Paris,France,EMEA,6/6/2018,Blender,Joanne Sayer,50,50,0.00%,,,,
Shanghai,China,APAC,7/4/2014,Oven,Denise Docherty,500,490,2.00%,,,,
Istanbul,Turkey,EMEA,10/1/2016,Refrigerator,Cordia Alston,1000,920,8.00%,,,,
Athens,Greece,EMEA,6/17/2016,Oven,Richard Perrott,500,500,0.00%,,,,
Dubai,UAE,EMEA,11/6/2017,Iron,David Romero,30,30,0.00%,,,,
Prague,Czech Republic,EMEA,11/1/2016,Microwave,Alison Hallows,80,77,3.75%,,,,
Birmingham,UK,EMEA,12/21/2015,Refrigerator,Philip Collins,1000,920,8.00%,,,,
Madria,Spain,EMEA,6/28/2016,Microwave,Penelope Freeland,80,76,5.00%,,,,
Osaka,Japan,APAC,12/9/2016,Refrigerator,Paul Atkins,1000,740,26.00%,,,,
Sydney,Australia,APAC,4/28/2017,Microwave,Armand Ahmed,80,80,0.00%,,,,
Birmingham,UK,EMEA,1/31/2014,Microwave,Stephen Muhammad,80,61,23.75%,,,,
Tel Aviv,Israel,EMEA,11/4/2015,Refrigerator,Frances Weller,1000,610,39.00%,,,,
Bangalore,India,APAC,3/8/2016,Iron,Francis Walsh,30,30,0.00%,,,,
New York,USA,Americas,11/5/2014,Dishwasher,George Stevenson,500,390,22.00%,,,,
Guangzhou,China,APAC,3/1/2016,Microwave,Barbara Langdon,80,70,12.50%,,,,
Rome,Italy,EMEA,6/6/2014,Dishwasher,Audrey Kane,500,420,16.00%,,,,
Prague,Czech Republic,EMEA,10/5/2017,Coffee grinder,Nick Denny,70,63,10.00%,,,,
Shanghai,China,APAC,6/25/2015,Microwave,Christopher Snape,80,62,22.50%,,,,
Jerusalem,Israel,EMEA,8/11/2014,Blender,Harold Charters,50,49,2.00%,,,,
Birmingham,UK,EMEA,8/17/2014,Washing Machine,Robert Reed,800,592,26.00%,,,,
Shanghai,China,APAC,11/5/2016,Ceiling fan,Jonathan Will,150,149,0.67%,,,,
Buenos Aires,Argentina,Americas,7/11/2016,Refrigerator,Roy Cooper,1000,900,10.00%,,,,
Toronto,Canada,Americas,5/15/2015,Air conditioner,James Hammond,700,651,7.00%,,,,
Chicago,USA,Americas,5/12/2017,Toaster,Paul Collier,50,48,4.00%,,,,
Delhi,India,APAC,5/18/2017,Washing Machine,Steven Batty,800,592,26.00%,,,,
Kansas City,USA,Americas,2/19/2018,Ceiling fan,Ronnette Stocks,150,137,8.67%,,,,
Paris,France,EMEA,1/25/2017,Dishwasher,Darren Webb,500,475,5.00%,,,,
Prague,Czech Republic,EMEA,12/24/2015,Ceiling fan,Pauline Pluck,150,105,30.00%,,,,
Madria,Spain,EMEA,9/17/2016,Air conditioner,Penelope Freeland,700,602,14.00%,,,,
Osaka,Japan,APAC,9/20/2015,Washing Machine,Stephen Brown,800,672,16.00%,,,,
Mexico City,Mexico,Americas,10/11/2018,Iron,Paul Smith,30,28,6.67%,,,,
Lima,Peru,Americas,7/17/2015,Air conditioner,Lloyd Norton,700,420,40.00%,,,,
Chicago,USA,Americas,7/15/2018,Iron,Amelia Scott,30,29,3.33%,,,,
Vienna,Austria,EMEA,11/10/2015,Air conditioner,Daniel Henderson,700,616,12.00%,,,,
Santiago,Chile,Americas,1/21/2018,Air conditioner,Bruce McPhee,700,602,14.00%,,,,
Jerusalem,Israel,EMEA,5/2/2015,Washing Machine,Neil Tubbs,800,704,12.00%,,,,
Buenos Aires,Argentina,Americas,7/5/2016,Oven,Ian Grant,500,500,0.00%,,,,
Bogota,Columbia,Americas,11/13/2017,Ceiling fan,Russell Thorley,150,147,2.00%,,,,
Toronto,Canada,Americas,5/25/2018,Iron,Michael Patel,30,29,3.33%,,,,
Shanghai,China,APAC,7/17/2014,Dishwasher,Christopher Snape,500,455,9.00%,,,,
Kuala Lumpur,Malaysia,APAC,10/31/2015,Vacuum Cleaner,Trudi Griffin,250,250,0.00%,,,,
Moscow,Russia,EMEA,2/21/2017,Washing Machine,Rita Hill,800,688,14.00%,,,,
Sao Paolo,Brazil,Americas,1/12/2016,Toaster,Cheryl Tubbs,50,44,12.00%,,,,
Guangzhou,China,APAC,9/5/2017,Oven,Donald Higgs,500,495,1.00%,,,,
Birmingham,UK,EMEA,8/6/2017,Iron,Gustavo Taiwo,30,30,0.00%,,,,
Seoul,South Korea,APAC,12/11/2014,Refrigerator,Martin Birch,1000,670,33.00%,,,,
Lima,Peru,Americas,6/16/2017,Washing Machine,Janet Ford,800,664,17.00%,,,,
Shenzhen,China,APAC,7/5/2014,Blender,Alastair Mills,50,40,20.00%,,,,
London,UK,EMEA,9/9/2017,Refrigerator,Francis Godden,1000,890,11.00%,,,,
Prague,Czech Republic,EMEA,11/13/2015,Iron,David Stewart,30,20,33.33%,,,,
Mexico City,Mexico,Americas,1/14/2016,Vacuum Cleaner,Malcolm Griffith,250,245,2.00%,,,,
Dublin,Ireland,EMEA,12/14/2014,Toaster,Andrew Phillips,50,47,6.00%,,,,
Mexico City,Mexico,Americas,2/14/2016,Microwave,Eric Walker,80,73,8.75%,,,,
Capetown,South Africa,EMEA,8/12/2014,Oven,Marcus Jacob,500,490,2.00%,,,,
Dublin,Ireland,EMEA,7/16/2018,Washing Machine,Alison Younger,800,712,11.00%,,,,
Tijuana,Mexico,Americas,9/19/2014,Refrigerator,Emily Brierley,1000,920,8.00%,,,,
Bogota,Columbia,Americas,7/11/2015,Oven,David Finnie,500,495,1.00%,,,,
Tijuana,Mexico,Americas,11/9/2018,Toaster,Paul Skiba,50,45,10.00%,,,,
Capetown,South Africa,EMEA,11/28/2017,Oven,Lucy Downs,500,490,2.00%,,,,
Bucharest,Romania,EMEA,6/24/2016,Vacuum Cleaner,Geoffrey Shiner,250,238,4.80%,,,,
Dublin,Ireland,EMEA,10/12/2017,Refrigerator,Robert Harris,1000,670,33.00%,,,,
Delhi,India,APAC,12/19/2018,Microwave,David Johnson,80,72,10.00%,,,,
Warsaw,Poland,EMEA,10/28/2015,Dishwasher,James Lam,500,310,38.00%,,,,
Kuala Lumpur,Malaysia,APAC,8/7/2015,Microwave,Trudi Griffin,80,80,0.00%,,,,
Santiago,Chile,Americas,3/3/2015,Coffee grinder,Ram Mathews,70,57,18.57%,,,,
San Fransisco,USA,Americas,11/18/2014,Toaster,John Osborne,50,48,4.00%,,,,
Capetown,South Africa,EMEA,9/18/2014,Ceiling fan,Marcus Jacob,150,128,14.67%,,,,
Buenos Aires,Argentina,Americas,3/4/2017,Oven,Paul Martin,500,490,2.00%,,,,
Capetown,South Africa,EMEA,3/11/2014,Ceiling fan,Marcus Jacob,150,120,20.00%,,,,
Moscow,Russia,EMEA,8/27/2015,Air conditioner,Dermot Bailey,700,665,5.00%,,,,
Riyadh,Saudi Arabia,EMEA,6/12/2014,Washing Machine,Victoria Sherwin,800,480,40.00%,,,,
Prague,Czech Republic,EMEA,5/6/2014,Coffee grinder,David Stewart,70,67,4.29%,,,,
Kuala Lumpur,Malaysia,APAC,10/15/2016,Refrigerator,Harold Lunn,1000,680,32.00%,,,,
Berlin,Germany,EMEA,5/22/2015,Microwave,David Power,80,57,28.75%,,,,
Amsterdam,Netherlands,EMEA,2/23/2015,Coffee grinder,Allyson Rush,70,69,1.43%,,,,
Ho Chi Minh City,Vietnam,APAC,9/22/2018,Iron,Michael Bell,30,29,3.33%,,,,
Osaka,Japan,APAC,6/23/2016,Air conditioner,Peter Walker,700,665,5.00%,,,,
Berlin,Germany,EMEA,12/7/2016,Vacuum Cleaner,David Power,250,235,6.00%,,,,
Kansas City,USA,Americas,9/4/2018,Vacuum Cleaner,Ronnette Stocks,250,218,12.80%,,,,
Santiago,Chile,Americas,7/14/2015,Washing Machine,Richard James,800,616,23.00%,,,,
Guangzhou,China,APAC,4/30/2014,Dishwasher,Donald Higgs,500,395,21.00%,,,,
Bangkok,Thailand,APAC,12/25/2018,Coffee grinder,Nicole Marshall,70,69,1.43%,,,,
Shanghai,China,APAC,10/27/2015,Air conditioner,Glenys Raymond,700,609,13.00%,,,,
Cairo,Egypt,EMEA,10/21/2015,Dishwasher,John Barnett,500,455,9.00%,,,,
Shanghai,China,APAC,4/10/2018,Microwave,Sharon Hubble,80,73,8.75%,,,,
Seoul,South Korea,APAC,10/2/2015,Iron,Kevin Long,30,29,3.33%,,,,
Riyadh,Saudi Arabia,EMEA,4/27/2014,Dishwasher,Kelly Owen,500,385,23.00%,,,,
Paris,France,EMEA,2/5/2016,Washing Machine,Rory Bullion,800,768,4.00%,,,,
Houston,USA,Americas,5/8/2015,Coffee grinder,Rita Schaffer,70,53,24.29%,,,,
Bucharest,Romania,EMEA,10/4/2017,Vacuum Cleaner,Jacqueline Todd,250,248,0.80%,,,,
Berlin,Germany,EMEA,1/25/2018,Vacuum Cleaner,David Townsend,250,213,14.80%,,,,
Buenos Aires,Argentina,Americas,3/11/2014,Blender,Ronald Rowlands,50,36,28.00%,,,,
Kansas City,USA,Americas,1/8/2015,Coffee grinder,Douglas Davies,70,66,5.71%,,,,
Dublin,Ireland,EMEA,11/9/2016,Dishwasher,Andrew Phillips,500,445,11.00%,,,,
Athens,Greece,EMEA,5/31/2015,Toaster,Mark Lawton,50,30,40.00%,,,,
Santiago,Chile,Americas,4/1/2014,Vacuum Cleaner,Richard James,250,243,2.80%,,,,
Guangzhou,China,APAC,3/15/2015,Toaster,Barbara Langdon,50,45,10.00%,,,,
Amsterdam,Netherlands,EMEA,12/12/2017,Blender,David Dorey,50,50,0.00%,,,,
Madria,Spain,EMEA,4/26/2018,Vacuum Cleaner,Roy Lloyd,250,220,12.00%,,,,
Tel Aviv,Israel,EMEA,7/18/2017,Dishwasher,Rebecca Delo,500,450,10.00%,,,,
Bangkok,Thailand,APAC,4/12/2018,Toaster,Jonathan Pereira,50,48,4.00%,,,,
Guangzhou,China,APAC,8/20/2016,Microwave,Abdul Amos,80,78,2.50%,,,,
Moscow,Russia,EMEA,11/25/2016,Ceiling fan,Diane Batty,150,149,0.67%,,,,
Sydney,Australia,APAC,11/26/2016,Washing Machine,William Martin,800,592,26.00%,,,,
Paris,France,EMEA,1/8/2016,Washing Machine,Nicole Ford,800,800,0.00%,,,,
Buenos Aires,Argentina,Americas,7/18/2016,Coffee grinder,Simon Snape,70,63,10.00%,,,,
Seattle,USA,Americas,11/6/2014,Air conditioner,Kevin Styles,700,651,7.00%,,,,
Seattle,USA,Americas,12/11/2015,Microwave,Richard Anderson,80,54,32.50%,,,,
Tijuana,Mexico,Americas,1/6/2016,Blender,Kevin McLauchlin,50,50,0.00%,,,,
Osaka,Japan,APAC,1/6/2015,Dishwasher,Kenneth Walter,500,320,36.00%,,,,
Paris,France,EMEA,2/12/2018,Toaster,Ketan Bryan,50,43,14.00%,,,,
Seoul,South Korea,APAC,1/27/2017,Microwave,Mark Brook,80,78,2.50%,,,,
London,UK,EMEA,7/2/2015,Vacuum Cleaner,Claire Brooks,250,248,0.80%,,,,
Lima,Peru,Americas,6/1/2017,Iron,Kevin Goad,30,27,10.00%,,,,
Vienna,Austria,EMEA,3/4/2018,Oven,Paul Drage,500,495,1.00%,,,,
Osaka,Japan,APAC,12/2/2018,Washing Machine,Neil McAvoy,800,480,40.00%,,,,
New York,USA,Americas,1/3/2016,Vacuum Cleaner,Stephen Cohen,250,215,14.00%,,,,
Capetown,South Africa,EMEA,1/10/2015,Dishwasher,Lucy Downs,500,420,16.00%,,,,
Bucharest,Romania,EMEA,2/12/2014,Washing Machine,Dell Lockwood,800,648,19.00%,,,,
Tel Aviv,Israel,EMEA,10/11/2017,Toaster,Frances Weller,50,49,2.00%,,,,
Riyadh,Saudi Arabia,EMEA,8/27/2018,Dishwasher,Gillian Crawley,500,465,7.00%,,,,
Mexico City,Mexico,Americas,2/13/2014,Vacuum Cleaner,Jacqueline Green,250,215,14.00%,,,,
Jerusalem,Israel,EMEA,6/23/2016,Ceiling fan,John Bond,150,149,0.67%,,,,
Guangzhou,China,APAC,11/24/2014,Blender,Carl Snape,50,38,24.00%,,,,
Ho Chi Minh City,Vietnam,APAC,9/20/2017,Refrigerator,Austin Parsons,1000,670,33.00%,,,,
